City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
167,Karaidel,RU,2022-03-27 15:59:03,55.8337,56.9069,33.46,97,100,17.0
168,Cidreira,BR,2022-03-27 15:59:04,-30.1811,-50.2056,75.76,57,0,8.41
169,Mbaiki,CF,2022-03-27 15:59:04,3.8678,17.9892,97.56,21,71,3.8
170,Les Cayes,HT,2022-03-27 15:59:05,18.2,-73.75,86.09,51,16,7.4
171,Buala,SB,2022-03-27 15:59:05,-8.145,159.5921,79.21,84,100,5.1
172,Micheweni,TZ,2022-03-27 15:59:06,-4.9667,39.8333,83.68,71,22,10.56
173,Baherden,TM,2022-03-27 15:59:06,38.4362,57.4316,57.58,45,23,7.02
174,Broken Hill,AU,2022-03-27 15:59:07,-31.95,141.4333,67.71,52,47,6.91
175,Guane,CU,2022-03-27 15:59:07,22.2025,-84.0875,82.47,31,0,12.17
176,Freetown,SL,2022-03-27 15:59:08,8.484,-13.2299,87.51,66,20,10.36
177,Cap Malheureux,MU,2022-03-27 15:59:08,-19.9842,57.6142,79.47,80,36,3.0
178,Saint-Augustin,CA,2022-03-27 15:59:08,51.226,-58.6502,32.85,99,100,16.33
179,Norfolk,US,2022-03-27 15:57:13,42.1668,-71.2495,49.95,54,34,4.0
180,Sibi,PK,2022-03-27 15:55:23,29.5448,67.8764,93.18,9,0,7.2
181,Mayo,US,2022-03-27 15:59:09,38.8876,-76.5119,44.11,53,100,24.0
182,Pasan,IN,2022-03-27 15:59:10,22.85,82.2,74.66,11,94,3.04
183,Ojinaga,MX,2022-03-27 15:59:10,29.5667,-104.4167,77.58,15,0,6.91
184,Jagdispur,IN,2022-03-27 15:59:10,25.4833,84.4167,80.69,9,3,3.22
185,Leningradskiy,RU,2022-03-27 15:59:11,69.3833,178.4167,-13.85,91,4,4.79
186,San Juan De Los Morros,VE,2022-03-27 15:59:11,9.9115,-67.3538,91.49,34,100,7.83
187,Codrington,AU,2022-03-27 15:59:12,-38.2667,141.9667,65.53,52,100,7.43
188,Torbay,CA,2022-03-27 15:59:12,47.6666,-52.7314,46.27,77,75,11.5
189,Kupang,ID,2022-03-27 15:57:27,-10.1667,123.5833,78.1,87,100,3.56
190,Kolvereid,NO,2022-03-27 15:59:12,64.8655,11.6047,42.03,94,100,32.03
191,Verkhoyansk,RU,2022-03-27 15:59:13,67.5447,133.385,-12.71,99,42,2.21
192,Ambon,ID,2022-03-27 15:59:13,-3.6954,128.1814,75.34,94,40,2.3
193,Rosarito,MX,2022-03-27 15:59:14,32.3333,-117.0333,60.1,76,47,3.78
194,Aracuai,BR,2022-03-27 15:59:14,-16.8497,-42.0703,95.68,33,9,1.79
195,Qaqortoq,GL,2022-03-27 15:59:15,60.7167,-46.0333,37.42,50,100,15.66
196,Klaksvik,FO,2022-03-27 15:59:15,62.2266,-6.589,49.12,75,29,27.07
197,Faanui,PF,2022-03-27 15:59:16,-16.4833,-151.75,80.92,74,35,10.2
198,Apateu,RO,2022-03-27 15:59:16,46.6167,21.7833,55.81,36,9,9.44
199,Genhe,CN,2022-03-27 15:59:16,50.7833,121.5167,17.82,97,100,3.09
200,Coalinga,US,2022-03-27 15:59:17,36.1397,-120.3602,59.25,55,100,8.21
201,San Quintin,MX,2022-03-27 15:59:17,30.4833,-115.95,60.91,76,51,2.06
202,Oussouye,SN,2022-03-27 15:59:17,12.485,-16.5469,95.18,31,90,16.08
203,Abidjan,CI,2022-03-27 15:55:38,5.3094,-4.0197,87.76,70,20,9.22
204,Svetlogorsk,BY,2022-03-27 15:59:18,52.6333,29.7333,32.99,36,98,13.53
205,Saint-Joseph,RE,2022-03-27 15:59:19,-21.3667,55.6167,80.98,85,84,5.97
206,Victor Harbor,AU,2022-03-27 15:59:19,-35.5667,138.6167,62.01,70,97,3.24
207,The Valley,AI,2022-03-27 15:59:19,18.217,-63.0578,80.1,73,75,14.97
208,Mingyue,CN,2022-03-27 15:59:20,43.1069,128.9217,31.35,60,7,7.72
209,La Asuncion,VE,2022-03-27 15:59:20,11.0333,-63.8628,79.97,74,81,16.31
210,Mount Isa,AU,2022-03-27 15:59:21,-20.7333,139.5,76.77,25,2,8.05
211,Grindavik,IS,2022-03-27 15:59:21,63.8424,-22.4338,39.15,93,100,18.41
212,Kineta,GR,2022-03-27 15:59:21,37.9709,23.2183,63.34,62,59,4.81
213,Ibra,OM,2022-03-27 15:59:22,22.6906,58.5334,83.41,21,0,5.75
214,Sokoto,NG,2022-03-27 15:59:22,13.0609,5.239,101.05,7,10,18.21
215,Labuhan,ID,2022-03-27 15:59:23,-6.8844,112.2051,78.93,87,95,5.59
216,Huarmey,PE,2022-03-27 15:59:23,-10.0681,-78.1522,75.24,72,85,9.69
217,Alice Springs,AU,2022-03-27 15:58:12,-23.7,133.8833,69.22,32,0,0.0
218,Portland,US,2022-03-27 15:59:13,45.5234,-122.6762,55.11,92,100,1.01
219,Victoria,HK,2022-03-27 15:55:44,22.2855,114.1577,67.32,86,100,11.01
220,Prijepolje,RS,2022-03-27 15:59:24,43.3719,19.6406,53.62,65,4,1.99
221,Chapais,CA,2022-03-27 15:59:25,49.7834,-74.8492,6.58,85,100,12.24
222,Cabo San Lucas,MX,2022-03-27 15:55:53,22.8909,-109.9124,77.5,52,22,2.73
223,Avera,US,2022-03-27 15:59:25,33.194,-82.5271,60.91,28,1,16.31
224,Alcaudete,ES,2022-03-27 15:59:26,37.5909,-4.0824,67.55,40,83,4.68
225,Ridgecrest,US,2022-03-27 15:57:25,35.6225,-117.6709,67.68,7,92,1.99
226,Bull Savanna,JM,2022-03-27 15:59:26,17.8868,-77.5902,82.56,52,32,4.21
227,Arlit,NE,2022-03-27 15:59:27,18.7369,7.3853,97.72,3,6,4.65
228,Shediac,CA,2022-03-27 15:57:01,46.2198,-64.5411,38.08,100,75,12.66
229,Dhaka,BD,2022-03-27 15:56:29,23.7104,90.4074,78.78,89,100,17.27
230,Alofi,NU,2022-03-27 15:59:24,-19.0595,-169.9187,78.69,89,99,13.8
231,Chingola,ZM,2022-03-27 15:59:27,-12.529,27.8838,68.54,90,100,1.74
232,Kaitangata,NZ,2022-03-27 15:59:28,-46.2817,169.8464,49.64,96,23,2.44
233,Port Blair,IN,2022-03-27 15:59:28,11.6667,92.75,82.44,83,20,1.14
234,Priargunsk,RU,2022-03-27 15:59:29,50.3691,119.1012,22.5,47,91,5.66
235,Okhotsk,RU,2022-03-27 15:59:29,59.3833,143.3,-2.58,92,49,10.09
236,Benito Juarez,MX,2022-03-27 15:56:54,19.385,-99.165,67.84,27,40,3.0
237,Luba,GQ,2022-03-27 15:59:30,3.4568,8.5547,87.69,76,77,7.07
238,Kloulklubed,PW,2022-03-27 15:59:30,7.0419,134.2556,79.3,80,99,16.91
239,Mendi,PG,2022-03-27 15:59:31,-6.1761,143.6513,55.11,96,100,2.3
240,Necochea,AR,2022-03-27 15:59:31,-38.5473,-58.7368,70.38,54,1,23.6
241,Namibe,AO,2022-03-27 15:59:31,-15.1961,12.1522,76.12,66,94,17.36
242,Namatanai,PG,2022-03-27 15:59:32,-3.6667,152.4333,78.8,85,100,4.52
243,Springfield,US,2022-03-27 15:55:10,37.2153,-93.2982,45.16,44,67,5.99
244,Romanovka,RU,2022-03-27 15:59:32,51.7443,42.7527,25.88,78,100,17.16
245,Narasannapeta,IN,2022-03-27 15:59:33,18.4167,84.05,81.27,84,73,9.51
246,Ipora,BR,2022-03-27 15:59:33,-16.4419,-51.1178,86.34,54,47,4.59
247,Bowen,AU,2022-03-27 15:59:33,-20.0167,148.2333,74.08,90,10,7.07
248,Stornoway,GB,2022-03-27 15:55:24,58.2093,-6.3865,60.76,52,20,9.22
249,Am Timan,TD,2022-03-27 15:59:34,11.0297,20.2827,98.04,7,100,6.76
250,Bemidji,US,2022-03-27 15:57:09,47.4736,-94.8803,13.17,38,0,9.22
251,Chulym,RU,2022-03-27 15:59:34,55.0997,80.9572,15.49,92,100,6.82
252,Kununurra,AU,2022-03-27 15:59:35,-15.7667,128.7333,76.98,88,100,3.44
253,Roma,US,2022-03-27 15:59:35,43.2128,-75.4557,33.96,87,100,13.8
254,Vostok,RU,2022-03-27 15:59:35,46.4856,135.8833,24.26,97,100,8.9
255,Severo-Kurilsk,RU,2022-03-27 15:59:36,50.6789,156.125,34.48,96,100,13.13
256,Imeni Poliny Osipenko,RU,2022-03-27 15:59:36,52.4201,136.4853,17.11,78,100,12.06
257,Cueramaro,MX,2022-03-27 15:59:37,20.6167,-101.7167,68.61,16,5,3.4
258,Lesozavodsk,RU,2022-03-27 15:59:37,45.4794,133.4244,31.08,81,74,11.21
259,Tasiilaq,GL,2022-03-27 15:59:37,65.6145,-37.6368,28.87,75,99,10.42
260,Acapulco,MX,2022-03-27 15:59:38,16.8634,-99.8901,84.43,32,79,2.93
261,Zabid,YE,2022-03-27 15:59:38,14.1951,43.3152,81.36,62,9,5.41
262,Ust-Kulom,RU,2022-03-27 15:59:39,61.6864,53.6902,32.22,95,93,6.44
263,Olyka,UA,2022-03-27 15:59:39,50.7186,25.8125,43.93,35,80,11.16
264,Viedma,AR,2022-03-27 15:59:40,-40.8135,-62.9967,71.4,27,0,14.88
265,Bluffton,US,2022-03-27 15:54:52,32.2371,-80.8604,67.05,27,0,16.11
266,Los Llanos De Aridane,ES,2022-03-27 15:59:40,28.6585,-17.9182,67.75,86,40,17.27
267,Urcos,PE,2022-03-27 15:59:41,-13.6861,-71.6228,58.89,68,100,1.19
268,Marsa Matruh,EG,2022-03-27 15:59:41,31.3525,27.2453,62.8,72,0,10.36
269,Key West,US,2022-03-27 15:54:55,24.5557,-81.7826,73.99,57,0,18.99
270,Nelson Bay,AU,2022-03-27 15:59:41,-32.7167,152.15,71.01,96,100,5.88
271,Shujaabad,PK,2022-03-27 15:59:42,29.8797,71.2931,91.45,8,0,9.62
272,Guerrero Negro,MX,2022-03-27 15:59:42,27.9769,-114.0611,62.62,72,100,2.57
273,Cotonou,BJ,2022-03-27 15:59:43,6.3654,2.4183,89.58,70,40,13.8
274,Bethel,US,2022-03-27 15:59:43,41.3712,-73.414,44.46,61,76,5.99
275,College,US,2022-03-27 15:59:43,64.8569,-147.8028,28.8,74,100,2.15
276,Kuhdasht,IR,2022-03-27 15:59:44,33.535,47.6061,47.39,40,2,7.92
277,Yeppoon,AU,2022-03-27 15:59:44,-23.1333,150.7333,73.18,87,87,2.66
278,Yarada,IN,2022-03-27 15:59:44,17.65,83.2667,84.52,79,40,6.91
279,Kichera,RU,2022-03-27 15:59:45,55.9375,110.0997,8.91,92,89,2.35
280,Neuquen,AR,2022-03-27 15:59:45,-38.9516,-68.0591,71.49,40,0,6.91
281,Esperance,AU,2022-03-27 15:59:46,-33.8667,121.9,62.44,69,100,13.47
282,Andros Town,BS,2022-03-27 15:59:46,24.7,-77.7667,75.16,51,0,17.83
283,Ierapetra,GR,2022-03-27 15:59:46,35.01,25.7353,64.15,53,7,1.99
284,Deputatskiy,RU,2022-03-27 15:59:47,69.3,139.9,-8.73,99,69,5.35
285,Salalah,OM,2022-03-27 15:59:47,17.0151,54.0924,79.29,50,6,2.08
286,Abu Dhabi,AE,2022-03-27 15:59:34,24.4667,54.3667,73.51,63,0,12.66
287,Hidalgotitlan,MX,2022-03-27 15:59:48,17.7833,-94.6333,74.73,54,44,3.67
288,Rincon,US,2022-03-27 15:59:48,32.296,-81.2354,66.94,25,0,1.99
289,Port Lincoln,AU,2022-03-27 15:59:49,-34.7333,135.8667,65.86,70,100,3.02
290,Matamoros,MX,2022-03-27 15:59:49,25.5333,-103.25,72.21,12,7,5.12
291,Altamont,US,2022-03-27 15:59:49,42.2068,-121.7372,47.77,62,100,3.44
292,Bandarbeyla,SO,2022-03-27 15:59:50,9.4942,50.8122,79.09,69,4,15.08
293,Coruripe,BR,2022-03-27 15:59:50,-10.1256,-36.1756,84.15,69,67,12.26
294,Ayan,RU,2022-03-27 15:59:51,56.45,138.1667,6.91,90,57,6.29
