City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Fonte Boa,BR,2022-03-27 15:59:51,-2.4959,-66.2662,77.68,96,100,2.59
296,Urengoy,RU,2022-03-27 15:59:51,65.9667,78.3667,-0.76,100,84,6.67
297,Haines Junction,CA,2022-03-27 15:59:52,60.7522,-137.5108,10.35,85,72,1.14
298,Ko Samui,TH,2022-03-27 15:59:52,9.5357,99.9357,85.66,67,1,1.88
299,Krasnoselkup,RU,2022-03-27 15:59:52,65.7,82.4667,-8.09,99,5,1.34
300,Zhangye,CN,2022-03-27 15:59:53,38.9342,100.4517,50.38,17,52,6.62
301,Nhulunbuy,AU,2022-03-27 15:59:53,-12.2333,136.7667,77.61,94,40,4.61
302,Hovd,MN,2022-03-27 15:59:54,48.0056,91.6419,35.2,45,100,5.1
303,Launceston,AU,2022-03-27 15:59:54,-41.45,147.1667,64.62,87,100,8.05
304,Tevaitoa,PF,2022-03-27 15:59:55,-16.7833,-151.5,81.3,74,61,10.89
305,Chippenham,GB,2022-03-27 15:59:55,51.46,-2.1247,61.56,71,6,8.88
306,Oruro,BO,2022-03-27 15:59:55,-17.9833,-67.15,55.89,54,20,3.44
307,Adrar,MR,2022-03-27 15:59:56,20.5022,-10.0711,96.4,7,15,9.17
308,Kwinana,AU,2022-03-27 15:55:33,-32.25,115.7667,66.34,100,1,15.73
309,Aksarka,RU,2022-03-27 15:59:56,66.5606,67.7975,10.81,96,100,10.45
310,Peterhead,GB,2022-03-27 15:57:15,57.5058,-1.7981,60.46,77,11,1.36
311,Calvinia,ZA,2022-03-27 15:59:57,-31.4707,19.776,83.16,17,29,11.97
312,Punta Alta,AR,2022-03-27 15:55:00,-38.8759,-62.0736,70.95,45,0,8.79
313,Ola,RU,2022-03-27 15:59:57,59.5833,151.2833,3.02,83,64,12.21
314,Roebourne,AU,2022-03-27 15:59:58,-20.7833,117.1333,82.69,68,100,9.22
315,Axim,GH,2022-03-27 15:59:58,4.8699,-2.2405,84.4,70,68,9.95
316,Filingue,NE,2022-03-27 15:59:58,14.3521,3.3168,102.27,5,7,17.29
317,Huicungo,PE,2022-03-27 15:59:59,-7.2833,-76.8,76.35,86,100,0.87
318,Hella,NO,2022-03-27 15:59:59,67.2,14.4333,30.76,93,100,27.63
319,Karratha,AU,2022-03-27 15:59:59,-20.7377,116.8463,82.85,68,100,9.19
320,Hunucma,MX,2022-03-27 16:00:00,21.0167,-89.8667,80.1,41,3,6.51
321,Itarema,BR,2022-03-27 16:00:01,-2.9248,-39.9167,82.2,80,90,10.49
322,Wawa,NG,2022-03-27 16:00:02,9.9022,4.4192,100.54,11,14,4.47
323,Vardo,NO,2022-03-27 16:00:07,70.3705,31.1107,21.18,93,100,17.27
324,Kasongo-Lunda,CD,2022-03-27 16:00:09,-6.4667,16.8167,81.63,76,72,1.68
325,Sabang,ID,2022-03-27 16:00:13,5.8933,95.3214,83.82,68,0,3.51
326,Araouane,ML,2022-03-27 16:00:15,18.9048,-3.5265,101.43,7,18,3.09
327,Agadez,NE,2022-03-27 16:00:16,19.75,10.25,87.55,3,5,11.79
328,Tarrafal,CV,2022-03-27 16:00:17,15.2833,-23.7667,69.94,74,97,14.0
329,Adelaide,AU,2022-03-27 16:00:03,-34.9333,138.6,67.05,51,75,4.61
330,Auki,SB,2022-03-27 16:00:18,-8.7676,160.7034,77.68,86,100,3.18
331,Lazaro Cardenas,MX,2022-03-27 15:56:20,17.9583,-102.2,83.01,33,80,2.39
332,Enderby,GB,2022-03-27 16:00:19,52.5878,-1.2062,58.57,74,96,7.36
333,Riyadh,SA,2022-03-27 15:55:50,24.6877,46.7219,69.94,17,0,10.63
334,Guangyuan,CN,2022-03-27 16:00:20,32.442,105.823,57.11,71,55,4.34
335,Boa Vista,BR,2022-03-27 16:00:21,2.8197,-60.6733,87.78,55,75,14.97
336,Edd,ER,2022-03-27 16:00:22,13.9297,41.6925,78.98,71,28,6.33
337,Najran,SA,2022-03-27 16:00:23,17.4924,44.1277,73.18,16,2,11.05
338,San Cristobal,VE,2022-03-27 15:57:01,7.7669,-72.225,68.18,60,99,5.59
339,Egvekinot,RU,2022-03-27 16:00:24,66.3167,-179.1667,-7.6,94,37,6.31
340,Cockburn Town,TC,2022-03-27 15:58:42,21.4612,-71.1419,76.46,77,93,19.35
341,Mier,MX,2022-03-27 16:00:25,26.4333,-99.15,74.17,35,100,17.11
342,Ankpa,NG,2022-03-27 16:00:25,7.3706,7.6253,101.43,10,74,8.88
343,Paracuru,BR,2022-03-27 16:00:26,-3.41,-39.0306,82.11,78,100,9.22
344,Manta,EC,2022-03-27 16:00:28,-0.95,-80.7333,81.36,76,99,4.32
345,Kodiak,US,2022-03-27 16:00:28,57.79,-152.4072,33.31,86,100,21.85
346,Garowe,SO,2022-03-27 16:00:29,8.4054,48.4845,83.39,23,18,15.05
347,Sur,OM,2022-03-27 16:00:30,22.5667,59.5289,81.68,47,0,4.83
348,Conceicao Do Araguaia,BR,2022-03-27 16:00:30,-8.2578,-49.2647,86.81,63,99,4.56
349,Praia,CV,2022-03-27 16:00:31,14.9215,-23.5087,73.15,68,40,12.17
350,Tiarei,PF,2022-03-27 16:00:32,-17.5333,-149.3333,77.02,75,14,13.62
351,Nyurba,RU,2022-03-27 16:00:32,63.2842,118.3319,-1.37,100,99,3.58
352,Mehamn,NO,2022-03-27 16:00:33,71.0357,27.8492,22.95,74,40,6.91
353,Raudeberg,NO,2022-03-27 16:00:33,61.9875,5.1352,46.96,86,95,27.81
354,Buraydah,SA,2022-03-27 16:00:34,26.326,43.975,67.17,19,0,9.66
355,Samarai,PG,2022-03-27 15:55:49,-10.6167,150.6667,81.41,80,86,5.91
356,Kant,IN,2022-03-27 15:58:08,27.8,79.8,81.19,10,0,4.43
357,Bengkulu,ID,2022-03-27 16:00:35,-3.8004,102.2655,77.07,88,33,7.31
358,Ancud,CL,2022-03-27 16:00:35,-41.8697,-73.8203,54.23,65,55,13.13
359,Otane,NZ,2022-03-27 16:00:36,-39.8833,176.6333,55.0,90,100,7.02
360,Lavrentiya,RU,2022-03-27 16:00:36,65.5833,-171.0,5.94,83,100,4.72
361,Tura,IN,2022-03-27 16:00:37,25.5198,90.2201,73.98,34,19,4.88
362,Taby,SE,2022-03-27 16:00:37,59.4439,18.0687,45.09,55,0,12.66
363,Darhan,MN,2022-03-27 16:00:38,49.4867,105.9228,31.05,56,100,6.42
364,Boshnyakovo,RU,2022-03-27 16:00:38,49.6333,142.1667,23.63,94,100,21.39
365,Copiapo,CL,2022-03-27 16:00:38,-27.3667,-70.3333,80.47,33,0,7.83
366,Smithers,CA,2022-03-27 16:00:39,54.7804,-127.1743,37.11,78,100,2.04
367,Evensk,RU,2022-03-27 16:00:39,61.95,159.2333,3.13,81,24,11.74
368,Atbasar,KZ,2022-03-27 16:00:40,51.8,68.3333,27.57,98,100,2.91
369,Olga,RU,2022-03-27 16:00:40,43.7444,135.2892,34.92,68,52,12.08
370,Bafq,IR,2022-03-27 16:00:41,31.6128,55.4107,67.15,9,0,7.49
371,Bonavista,CA,2022-03-27 16:00:41,48.6499,-53.1147,32.88,88,99,9.95
372,Faya,SA,2022-03-27 16:00:41,18.3851,42.4509,65.77,48,0,3.71
373,Mareeba,AU,2022-03-27 16:00:42,-17.0,145.4333,69.48,98,81,1.45
374,Ahipara,NZ,2022-03-27 16:00:42,-35.1667,173.1667,59.14,83,0,4.59
375,Tekeli,KZ,2022-03-27 16:00:42,44.83,78.8239,32.2,91,100,5.97
376,Patawag,PH,2022-03-27 16:00:43,8.1064,122.6208,77.5,87,95,4.09
377,Mount Gambier,AU,2022-03-27 16:00:43,-37.8333,140.7667,60.71,77,75,4.61
378,Havoysund,NO,2022-03-27 16:00:44,70.9963,24.6622,25.03,63,99,9.42
379,Olafsvik,IS,2022-03-27 16:00:44,64.8945,-23.7142,33.8,70,100,20.6
380,Manono,CD,2022-03-27 16:00:45,-7.3,27.4167,79.66,77,14,2.66
381,Talnakh,RU,2022-03-27 16:00:45,69.4865,88.3972,0.61,84,60,3.78
382,Moville,US,2022-03-27 16:00:45,42.4889,-96.0725,27.7,50,91,5.35
383,Sioux Lookout,CA,2022-03-27 15:58:00,50.1001,-91.917,-0.33,55,0,10.36
384,Alta Floresta,BR,2022-03-27 16:00:46,-9.8756,-56.0861,85.32,68,88,3.58
385,Kapit,MY,2022-03-27 16:00:47,2.0167,112.9333,73.62,99,99,0.94
386,Quepos,CR,2022-03-27 16:00:47,9.4236,-84.1652,85.33,58,78,5.35
387,Peleduy,RU,2022-03-27 16:00:47,59.6289,112.7406,15.55,93,82,8.14
388,Pangnirtung,CA,2022-03-27 16:00:48,66.1451,-65.7125,26.91,72,100,1.21
389,Buchanan,LR,2022-03-27 15:57:24,5.8808,-10.0467,81.59,74,98,5.14
390,Kinkala,CG,2022-03-27 16:00:49,-4.3614,14.7644,82.92,75,100,4.23
391,Omboue,GA,2022-03-27 16:00:49,-1.5746,9.2618,83.08,82,96,9.1
392,Nakonde,ZM,2022-03-27 16:00:50,-9.3421,32.745,63.75,94,80,4.29
393,Beringovskiy,RU,2022-03-27 16:00:50,63.05,179.3167,-8.27,100,86,5.32
394,Salinopolis,BR,2022-03-27 15:59:53,-0.6136,-47.3561,81.97,75,99,9.71
395,Alaca,TR,2022-03-27 16:00:51,40.1683,34.8425,41.74,59,3,10.58
396,Tupi Paulista,BR,2022-03-27 16:00:51,-21.3811,-51.5706,78.62,71,100,2.53
397,Poum,NC,2022-03-27 16:00:52,-20.2333,164.0167,80.17,75,78,13.65
398,Vanimo,PG,2022-03-27 16:00:52,-2.6741,141.3028,77.02,87,83,5.99
399,Amapa,BR,2022-03-27 15:57:18,1.0,-52.0,77.68,95,100,3.98
400,Daru,PG,2022-03-27 16:00:53,-9.0763,143.2092,79.18,86,96,1.12
401,Soe,ID,2022-03-27 16:00:53,-9.8607,124.284,65.75,92,97,2.73
402,Metro,ID,2022-03-27 16:00:54,-5.1131,105.3067,75.45,92,16,3.29
403,Saint George,US,2022-03-27 15:59:48,37.1041,-113.5841,70.3,18,84,4.88
404,Bambanglipuro,ID,2022-03-27 16:00:54,-7.95,110.2833,77.95,87,100,4.12
405,Novikovo,RU,2022-03-27 16:00:55,51.1537,37.8879,27.52,68,100,18.88
406,Kirakira,SB,2022-03-27 16:00:55,-10.4544,161.9205,79.47,85,100,4.54
407,Sitka,US,2022-03-27 15:57:51,57.0531,-135.33,37.87,82,51,2.15
408,Katsuura,JP,2022-03-27 16:00:56,35.1333,140.3,56.41,79,100,14.56
409,Srednekolymsk,RU,2022-03-27 16:00:56,67.45,153.6833,-6.54,100,98,5.99
410,Killybegs,IE,2022-03-27 16:00:57,54.6333,-8.45,62.31,61,19,0.54
411,Arroyo,ES,2022-03-27 16:00:59,41.6096,-4.7969,63.59,52,75,4.61
412,Gimli,CA,2022-03-27 16:00:59,50.6336,-96.9907,7.23,75,9,3.69
413,Lasa,IT,2022-03-27 16:01:00,46.6166,10.7002,62.37,81,24,0.31
414,Yablonovo,RU,2022-03-27 16:01:00,50.8523,37.3574,26.69,71,100,19.44
415,Sunndalsora,NO,2022-03-27 16:01:01,62.6754,8.5515,43.61,92,69,10.0
416,Lakes Entrance,AU,2022-03-27 16:01:01,-37.8811,147.981,57.16,78,3,5.12
417,Kvarkeno,RU,2022-03-27 16:01:03,52.0833,59.725,26.71,93,23,13.96
418,Tchollire,CM,2022-03-27 16:01:03,8.4022,14.1698,101.3,6,30,4.94
419,Puerto Madryn,AR,2022-03-27 16:01:04,-42.7692,-65.0385,67.51,24,2,22.86
420,Sayville,US,2022-03-27 15:56:41,40.7359,-73.0821,48.11,52,55,15.01
421,Markova,UA,2022-03-27 16:01:05,48.6758,24.4138,39.85,43,28,6.73
422,Tucuman,AR,2022-03-27 16:01:05,-26.8241,-65.2226,82.17,36,0,4.81
423,Bosaso,SO,2022-03-27 16:01:06,11.2842,49.1816,78.69,64,6,2.37
424,Palana,RU,2022-03-27 16:01:06,59.1167,159.9667,7.61,86,100,7.7
425,Singkang,MY,2022-03-27 16:01:06,2.1006,102.7994,76.95,92,14,3.38
426,Souillac,MU,2022-03-27 16:01:07,-20.5167,57.5167,79.72,75,33,7.38
427,Carbonia,IT,2022-03-27 16:01:07,39.1672,8.5222,65.01,60,72,10.27
428,South Venice,US,2022-03-27 16:01:08,27.0531,-82.4243,77.99,34,0,11.5
429,Santiago Del Estero,AR,2022-03-27 16:01:08,-27.7951,-64.2615,83.53,26,0,12.17
430,Ambilobe,MG,2022-03-27 16:01:09,-13.2,49.05,76.6,90,32,1.61
431,Pabrade,LT,2022-03-27 16:01:10,55.0,25.7833,38.17,47,86,8.32
432,Gornopravdinsk,RU,2022-03-27 16:01:10,60.05,69.9,19.87,89,100,10.74
433,Arkhangelskoye,RU,2022-03-27 16:01:11,55.8549,35.3287,21.31,65,65,15.59
434,Megion,RU,2022-03-27 16:01:11,61.0296,76.1136,19.42,94,88,7.56
435,Llangefni,GB,2022-03-27 16:01:12,53.2556,-4.3106,62.11,55,20,9.22
436,Okha,RU,2022-03-27 16:01:13,53.5739,142.9478,19.17,89,100,23.91
437,Nuuk,GL,2022-03-27 15:56:58,64.1835,-51.7216,30.22,69,4,4.88
438,Half Moon Bay,US,2022-03-27 16:00:47,37.4636,-122.4286,55.58,88,100,10.36
439,Lapua,FI,2022-03-27 16:01:13,62.9693,23.0088,26.47,95,100,12.28
440,Geraldton,AU,2022-03-27 16:01:14,-28.7667,114.6,72.01,88,75,12.66
441,Vestmannaeyjar,IS,2022-03-27 16:01:15,63.4427,-20.2734,47.39,93,100,4.61
442,General Cepeda,MX,2022-03-27 16:01:15,25.3833,-101.45,73.0,13,45,1.7
443,Khandyga,RU,2022-03-27 16:01:16,62.6667,135.6,-14.57,100,46,2.48
444,Constitucion,CL,2022-03-27 16:01:16,-35.3333,-72.4167,65.8,53,61,12.41
445,Alyangula,AU,2022-03-27 16:01:17,-13.8483,136.4192,81.28,77,100,6.58
446,Bilibino,RU,2022-03-27 16:01:17,68.0546,166.4372,-6.88,100,100,0.92
447,Moba,CN,2022-03-27 16:01:18,33.2288,105.0179,43.83,76,14,5.01
448,Umm Lajj,SA,2022-03-27 16:01:19,25.0213,37.2685,72.07,60,1,27.04
449,Khakhea,BW,2022-03-27 16:01:20,-24.6895,23.494,82.47,33,4,5.53
450,Saint Simons,US,2022-03-27 16:01:21,31.1352,-81.3901,70.02,22,0,11.5
451,Fairbanks,US,2022-03-27 16:01:21,64.8378,-147.7164,29.82,80,100,2.48
452,Hokitika,NZ,2022-03-27 16:01:22,-42.7167,170.9667,57.47,81,0,4.47
453,Nesebar,BG,2022-03-27 16:01:22,42.7833,27.7333,47.35,53,15,5.95
454,Eydhafushi,MV,2022-03-27 16:01:22,5.1033,73.0708,82.99,72,13,10.67
455,Goderich,CA,2022-03-27 15:56:32,43.7501,-81.7165,21.9,79,100,32.21
456,Yaan,NG,2022-03-27 16:01:23,7.3833,8.5667,103.53,9,68,6.64
457,Joshimath,IN,2022-03-27 16:01:24,30.5667,79.5667,56.86,46,0,6.55
458,Ewa Beach,US,2022-03-27 16:01:24,21.3156,-158.0072,72.09,81,3,8.57
459,Nantucket,US,2022-03-27 16:01:25,41.2835,-70.0995,51.91,71,27,21.88
460,Guilin,CN,2022-03-27 16:01:25,25.2819,110.2864,51.31,86,71,5.21
461,Yerofey Pavlovich,RU,2022-03-27 16:01:25,53.9667,121.9667,14.88,97,100,0.54
462,Nouadhibou,MR,2022-03-27 16:01:26,20.931,-17.0347,64.9,83,100,10.18
463,Along,IN,2022-03-27 16:01:26,28.1667,94.7667,65.48,82,6,2.44
464,Tongzi,CN,2022-03-27 16:01:27,28.7829,105.0877,56.37,81,11,3.58
465,Mustafakemalpasa,TR,2022-03-27 16:01:27,40.0353,28.4117,56.44,59,0,2.26
466,Pozzallo,IT,2022-03-27 15:58:34,36.7305,14.8499,63.25,76,28,17.58
467,San Patricio,US,2022-03-27 16:01:28,28.017,-97.5169,75.29,44,100,16.67
468,Walvis Bay,NA,2022-03-27 15:57:06,-22.9575,14.5053,64.09,68,11,8.5
469,Japura,ID,2022-03-27 16:01:28,-0.3167,102.35,77.05,88,8,0.81
470,Simao,CN,2022-03-27 16:01:29,22.7886,100.9748,60.71,74,34,2.28
471,Cooma,AU,2022-03-27 16:01:29,-36.2333,149.1333,53.37,100,100,3.44
472,Biak,ID,2022-03-27 16:01:29,-0.9131,122.8766,76.95,84,100,6.49
473,Hami,CN,2022-03-27 16:01:30,42.8,93.45,53.29,21,100,3.76
474,Turukhansk,RU,2022-03-27 16:01:30,65.8167,87.9833,-5.03,100,83,2.75
475,Lorengau,PG,2022-03-27 16:01:31,-2.0226,147.2712,80.08,81,79,7.36
476,Wagrowiec,PL,2022-03-27 16:01:31,52.8084,17.1996,57.27,41,49,8.08
477,Songkhla,TH,2022-03-27 16:01:31,6.8333,100.6667,75.25,92,0,2.46
478,Hambantota,LK,2022-03-27 16:01:32,6.1241,81.1185,80.94,94,20,3.44
479,Santa Cruz,BO,2022-03-27 16:01:32,-17.8,-63.1667,80.24,46,97,4.14
480,Margate,GB,2022-03-27 16:01:33,51.3813,1.3862,51.31,80,6,7.0
481,Tougan,BF,2022-03-27 16:01:33,13.0667,-3.0667,105.28,7,69,13.11
482,La Estrella,CO,2022-03-27 16:01:33,6.1577,-75.6432,72.9,89,100,0.43
483,Marsh Harbour,BS,2022-03-27 16:01:34,26.5412,-77.0636,72.3,53,1,19.46
484,Dasoguz,TM,2022-03-27 16:01:34,41.8363,59.9666,49.91,39,75,5.59
485,Brandon,US,2022-03-27 15:59:55,27.9378,-82.2859,77.97,59,0,12.66
486,Whitehorse,CA,2022-03-27 16:01:35,60.7161,-135.0538,13.93,92,86,2.15
487,Gamba,GA,2022-03-27 16:01:35,-2.65,10.0,82.53,82,88,10.33
488,Chekhov,RU,2022-03-27 16:01:35,55.1431,37.4711,26.85,65,100,16.46
489,Keningau,MY,2022-03-27 16:01:36,5.3378,116.1602,70.84,98,96,1.97
490,Quang Ngai,VN,2022-03-27 16:01:36,15.1167,108.8,75.4,81,100,3.47
491,Leh,IN,2022-03-27 16:01:37,34.1667,77.5833,24.44,52,0,2.93
492,Gat,IL,2022-03-27 16:01:37,31.61,34.7642,61.81,100,1,7.52
493,Bubaque,GW,2022-03-27 16:01:37,11.2833,-15.8333,77.83,57,65,14.05
494,Ischia,IT,2022-03-27 16:01:38,40.7342,13.9471,66.61,46,100,1.01
495,Pingliang,CN,2022-03-27 16:01:38,35.5392,106.6861,43.86,58,0,6.22
496,Merritt Island,US,2022-03-27 16:00:30,28.5392,-80.672,74.08,34,0,10.98
497,Dunedin,NZ,2022-03-27 16:00:52,-45.8742,170.5036,57.79,88,40,1.01
498,Sopotnica,MK,2022-03-27 16:01:39,41.2947,21.155,57.56,40,89,1.63
499,Roura,GF,2022-03-27 16:01:39,4.7263,-52.3274,84.11,74,75,11.5
500,Rocha,UY,2022-03-27 16:00:26,-34.4833,-54.3333,79.77,36,1,13.96
501,Visby,SE,2022-03-27 16:01:40,57.6409,18.296,43.05,70,0,16.11
502,Vila Franca Do Campo,PT,2022-03-27 16:00:59,37.7167,-25.4333,64.81,73,24,12.73
503,Jaguaribe,BR,2022-03-27 16:01:40,-5.8906,-38.6219,91.54,47,69,7.96
504,Kodinsk,RU,2022-03-27 16:01:40,58.6881,99.1844,15.67,91,96,9.24
505,Guaymas,MX,2022-03-27 15:58:17,27.9333,-110.9,68.99,29,100,4.14
506,Concepcion De Buenos Aires,MX,2022-03-27 16:01:41,19.9667,-103.2667,71.31,16,27,1.74
507,High Level,CA,2022-03-27 16:00:12,58.5169,-117.136,20.03,93,100,3.58
508,Pilar,BR,2022-03-27 16:01:41,-9.5972,-35.9567,82.33,71,81,10.31
509,Luderitz,NA,2022-03-27 16:01:42,-26.6481,15.1594,69.69,58,1,5.82
510,Katete,UG,2022-03-27 16:01:42,-0.7818,29.7544,70.74,62,94,1.68
511,Dimona,IL,2022-03-27 16:01:42,31.0667,35.0333,55.27,59,0,13.24
512,Darab,IR,2022-03-27 16:01:43,28.7519,54.5444,63.73,8,0,7.25
513,Ucluelet,CA,2022-03-27 16:01:43,48.9329,-125.5528,48.09,93,100,7.96
514,Flin Flon,CA,2022-03-27 16:01:44,54.7682,-101.865,7.25,73,85,6.31
515,Saint-Martin-Boulogne,FR,2022-03-27 16:01:44,50.7269,1.6186,67.6,75,3,13.87
516,Zhelyabovka,UA,2022-03-27 16:01:44,45.3988,34.7578,42.6,45,91,13.51
517,Fond Du Lac,US,2022-03-27 16:00:48,43.775,-88.4388,24.17,39,0,16.11
518,Halifax,CA,2022-03-27 16:00:07,44.6453,-63.5724,47.34,79,99,3.0
519,Takoradi,GH,2022-03-27 16:01:45,4.8845,-1.7554,85.06,70,34,11.7
520,Uhlove,UA,2022-03-27 16:01:45,44.8215,33.6045,44.02,53,51,18.92
521,Farkhor,TJ,2022-03-27 16:01:46,37.4922,69.4036,58.77,54,76,3.04
522,Yulara,AU,2022-03-27 16:01:46,-25.2406,130.9889,70.41,19,31,7.45
523,Luwuk,ID,2022-03-27 16:01:47,-0.9516,122.7875,77.97,88,100,4.59
524,Bourges,FR,2022-03-27 16:01:47,47.25,2.4167,71.19,51,0,7.14
525,Shima,CN,2022-03-27 16:01:47,24.4478,117.8111,59.5,68,100,8.68
526,Srednebelaya,RU,2022-03-27 16:01:47,50.6594,128.0106,21.58,90,6,4.38
527,Ercis,TR,2022-03-27 16:01:48,39.0287,43.3586,25.92,87,83,5.95
528,Akyab,MM,2022-03-27 16:01:48,20.15,92.9,80.13,81,12,4.79
529,Chinhoyi,ZW,2022-03-27 16:01:49,-17.3667,30.2,69.46,91,100,3.94
530,Christchurch,NZ,2022-03-27 15:57:17,-43.5333,172.6333,57.94,88,100,2.3
531,Taltal,CL,2022-03-27 16:01:49,-25.4,-70.4833,71.82,62,2,7.29
532,Novovoronezh,RU,2022-03-27 16:01:50,51.3072,39.2173,26.74,79,100,19.08
533,Waunakee,US,2022-03-27 16:00:05,43.1919,-89.4557,27.21,47,0,9.22
534,Neftcala,AZ,2022-03-27 16:01:50,39.3742,49.2472,48.25,68,26,13.47
535,Boone,US,2022-03-27 15:57:41,39.0334,-92.3335,37.72,48,99,1.01
536,Talcahuano,CL,2022-03-27 15:57:23,-36.7167,-73.1167,60.48,82,75,5.75
537,Marovoay,MG,2022-03-27 16:01:51,-16.1,46.6333,79.36,89,92,5.1
538,Sulangan,PH,2022-03-27 16:01:51,11.1373,123.7228,82.0,77,97,13.53
539,Baihar,IN,2022-03-27 16:01:51,22.1,80.55,78.87,13,91,3.76
540,Hammond,US,2022-03-27 16:00:46,41.5834,-87.5,31.23,48,0,17.27
